FSNM2_pressure,Baltimore MD_pressure,Gaithersburg_pressure,SHIP_pressure,FSKM2_pressure,BLTM2_pressure,TCBM2_pressure,Baltimore-Martin MD_pressure,Carroll County_dewpoint,Baltimore-Martin MD_dewpoint,Gaithersburg_dewpoint,Baltimore MD_dewpoint,SHIP_dewpoint,Gaithersburg_dps,Baltimore MD_dps,Carroll County_dps,Baltimore-Martin MD_dps,SHIP_dps,Gaithersburg_wbt,Baltimore-Martin MD_wbt,Baltimore MD_wbt,SHIP_wbt,Carroll County_temp,FSKM2_temp,Gaithersburg_temp,TCBM2_temp,Baltimore-Martin MD_temp,Baltimore MD_temp,FSNM2_temp,BLTM2_temp,time,precipitation
1011.4,1011.6,1013.0,1011.7,1011.6,1011.22,1011.8,1011.6,73.4,73.9,73.0,73.0,72.9,0.9,5.0,1.8,4.1,1.6,73.2,75.0,74.1,73.4,75.2,75.9,73.9,74.5,78.1,78.1,75.4,77.94000000000001,2023-07-04/03:00,"[0, 0, 1, 1]"
1011.3,1011.2,1013.8,1011.5,1013.52,1013.08,1011.3,1011.9,73.4,73.4,73.0,71.1,73.0,2.0,9.9,1.8,9.0,3.4,73.6,72.7,73.9,73.9,75.2,77.5,75.0,77.5,79.0,81.0,76.6,78.72,2023-07-04/02:00,"[0, 0, 1, 1]"
1010.8,1010.1,1012.5,1011.0,1011.84,1010.96,1011.3,1010.9,73.4,70.0,71.1,71.1,73.2,11.0,11.9,1.8,14.0,7.7,74.1,74.1,74.5,75.2,75.2,80.6,82.0,78.4,84.0,82.9,80.2,80.86,2023-07-04/01:00,"[1, 0, 0, 0]"
1010.2,1009.6,1012.0,1010.2,1011.68,1011.72,1010.5,1010.3,73.4,70.0,71.1,71.1,73.4,13.0,11.9,3.6,16.0,9.2,74.8,74.7,74.3,75.9,77.0,82.4,84.0,79.0,86.0,82.9,82.8,83.6,2023-07-04/00:00,"[1, 0, 0, 0]"
1009.5,1009.5,1012.0,1009.6,1012.34,1011.88,1009.7,1009.6,73.4,71.6,71.1,71.1,76.6,16.0,16.9,5.4,19.1,14.0,75.6,75.7,75.7,79.3,78.8,85.3,87.1,86.5,89.1,88.0,85.6,86.58,2023-07-03/23:00,"[1, 0, 0, 0]"
1012.1,1012.0,1014.3,1012.4,1011.66,1011.26,1012.4,1012.5,68.0,69.8,71.1,70.0,78.6,11.9,14.9,10.8,16.0,14.6,74.3,73.0,74.3,82.4,78.8,81.1,82.9,78.8,84.0,84.9,81.84,84.6,2023-07-03/15:00,"[0, 0, 0, 0]"
1009.9,1009.8,1012.1,1010.3,1009.96,1009.94,1010.1,1009.8,66.2,73.4,70.0,73.0,74.5,0.0,2.0,5.4,6.1,2.0,70.0,73.8,73.6,74.7,71.6,76.5,70.0,76.1,78.1,75.0,78.8,76.35999999999999,2023-07-03/09:00,"[0, 0, 1, 0]"
1009.7,1009.8,1012.2,1010.3,1009.96,1009.76,1009.8,1010.1,64.4,73.4,70.0,72.0,74.1,2.0,2.0,10.8,5.0,2.7,70.3,74.5,72.7,74.5,75.2,77.0,72.0,77.7,78.1,73.9,78.1,78.14,2023-07-03/08:00,"[0, 0, 0, 0]"
1009.6,1009.6,1011.9,1010.1,1010.2,1009.76,1009.8,1009.8,64.4,73.9,73.9,72.0,72.9,1.1,2.0,12.6,4.1,4.1,74.1,75.0,72.7,73.9,77.0,77.0,75.0,77.2,78.1,73.9,78.1,78.14,2023-07-03/07:00,"[0, 0, 0, 0]"
1009.2,1009.1,1011.2,1009.6,1009.52,1008.9400000000002,1009.4,1009.4,73.4,75.2,75.0,73.9,71.6,0.9,4.1,10.8,5.4,6.1,75.2,75.4,75.0,73.6,84.2,76.6,75.9,73.6,80.6,78.1,82.6,77.84,2023-07-03/01:00,"[0, 0, 0, 1]"
1009.1,1008.8,1010.9,1009.4,1010.06,1009.88,1009.9,1009.6,71.6,75.2,75.0,73.0,70.7,0.0,5.0,16.2,8.1,8.5,75.0,74.1,74.5,73.0,87.8,77.7,75.0,77.4,80.6,78.1,80.2,79.46,2023-07-03/00:00,"[0, 1, 1, 1]"
1008.9,1009.7,1010.6,1009.1,1008.66,1008.48,1009.2,1009.5,69.8,73.4,75.0,69.1,68.4,11.0,7.9,19.8,9.0,9.9,78.1,74.5,74.5,71.4,89.6,76.6,86.0,83.1,81.0,77.0,80.6,81.0,2023-07-02/23:00,"[0, 1, 1, 1]"
1009.5,1008.8,1011.3,1009.3,1009.3,1008.92,1009.4,1009.1,69.8,77.0,73.9,77.0,76.1,12.1,7.0,19.8,16.0,9.0,77.2,78.3,79.2,78.6,89.6,79.0,86.0,83.3,90.0,84.0,81.7,81.9,2023-07-02/22:00,"[0, 1, 0, 0]"
1010.2,1009.9,1012.3,1010.5,1012.0,1011.56,1010.4,1010.9,73.4,75.9,75.0,73.9,75.2,12.1,13.1,16.2,10.1,8.5,78.4,78.6,77.5,77.5,89.6,79.0,87.1,82.9,86.0,87.1,81.0,85.52,2023-07-02/20:00,"[0, 1, 0, 1]"
1011.0,1010.7,1012.8,1011.2,1013.58,1013.18,1011.5,1010.1,75.2,73.9,78.1,75.0,75.2,4.0,12.1,9.0,10.1,8.5,79.2,76.8,78.4,77.5,84.2,79.7,82.0,81.7,84.0,87.1,79.9,82.82,2023-07-02/19:00,"[0, 0, 1, 0]"
1013.4,1013.2,1015.1,1014.36,1014.22,1013.82,1013.7,1013.2,73.4,71.6,71.1,71.1,72.11999999999999,0.9,4.0,1.8,8.1,4.26,71.2,72.3,72.3,73.24,75.2,76.8,72.0,75.0,78.1,75.0,76.5,75.98,2023-07-02/02:00,"[1, 0, 0, 0]"
1012.4,1012.3,1014.5,1011.74,1013.8,1013.36,1012.8,1012.1,73.4,70.0,71.1,72.0,71.17999999999999,0.9,5.0,1.8,9.0,6.3,71.2,72.7,73.2,73.08000000000001,75.2,77.5,72.0,76.3,79.0,77.0,77.2,77.9,2023-07-02/01:00,"[1, 0, 1, 0]"
1012.3,1012.4,1014.6,1011.56,1013.88,1013.4,1013.0,1012.2,73.4,71.6,72.0,71.1,71.75999999999999,1.1,9.0,5.4,12.1,9.32,72.1,73.6,73.6,74.4,78.8,79.3,73.0,76.8,82.0,80.1,78.6,78.62,2023-07-02/00:00,"[0, 0, 1, 0]"
1013.1,1012.8,1014.6,1011.6,1013.24,1012.78,1013.5,1012.9,71.6,73.4,73.0,71.1,73.62,5.9,9.9,7.2,11.9,14.1,74.7,74.5,73.9,77.32000000000001,78.8,80.8,79.0,78.4,82.9,81.0,81.0,80.53999999999999,2023-07-01/23:00,"[0, 0, 1, 0]"
1016.9,1016.5,1018.8,1017.7,1016.66,1017.42,1017.3,1017.2,66.2,68.0,68.0,68.0,64.9,1.1,5.0,5.4,7.0,7.2,70.0,69.8,71.4,68.7,71.6,72.1,69.1,69.4,73.9,73.0,72.0,71.66,2023-07-01/12:00,"[0, 0, 0, 0]"
1016.7,1016.4,1018.3,1017.6,1016.94,1016.94,1017.3,1017.1,66.2,68.0,66.9,69.1,65.1,0.0,4.0,5.4,6.1,5.8,67.94,69.4,70.02000000000001,68.44000000000001,71.6,72.1,66.9,68.5,73.0,73.0,71.8,71.64000000000001,2023-07-01/11:00,"[0, 0, 0, 0]"
1016.5,1016.4,1018.0,1017.4,1016.54,1016.54,1016.9,1016.9,66.2,68.0,66.9,68.0,66.0,1.1,3.1,5.4,7.0,5.0,66.9,68.9,70.2,67.1,71.6,72.5,68.0,68.4,73.9,71.1,72.1,71.46000000000001,2023-07-01/10:00,"[0, 0, 0, 0]"
1016.1,1015.8,1017.9,1016.72,1016.1,1015.68,1016.5,1016.2,66.2,68.0,66.9,69.1,66.84,1.1,2.0,3.6,6.1,4.42,67.3,68.9,69.6,68.6,69.8,73.0,68.0,68.4,73.0,71.1,72.9,72.85999999999999,2023-07-01/09:00,"[0, 0, 1, 0]"
1016.7,1016.6,1018.2,1017.2,1016.62,1016.22,1016.8,1016.8,69.8,69.8,72.0,70.0,70.1,2.0,2.0,5.4,2.9,4.46,71.1,69.1,70.5,71.4,75.2,70.0,73.9,74.3,72.0,72.0,69.4,73.72,2023-06-30/22:00,"[0, 1, 0, 1]"
1015.4,1015.0,1018.5,1014.76,1015.88,1015.58,1015.7,1015.5,71.6,66.2,69.8,68.0,70.19999999999999,1.8,16.0,7.2,19.1,11.82,72.5,70.9,70.3,74.6,78.8,79.5,71.6,83.5,84.0,84.0,80.2,81.92,2023-06-30/20:00,"[1, 0, 1, 0]"
1008.1,1008.1,1010.5,1009.98,1009.36,1008.68,1008.2,1008.7,62.6,68.0,63.0,66.9,66.02000000000001,5.0,2.2,9.0,4.1,5.960000000000001,64.8,68.4,67.6,68.82000000000001,71.6,69.6,68.0,70.7,71.1,69.1,69.3,70.12,2023-06-28/05:00,"[0, 0, 0, 1]"
1008.0,1008.0,1010.3,1008.9,1008.44,1007.94,1008.4,1008.3,62.6,68.0,63.0,66.9,65.41999999999999,6.1,2.2,10.8,3.1,5.5200000000000005,65.1,67.8,67.6,69.1,73.4,68.7,69.1,70.9,70.0,69.1,69.6,69.22,2023-06-28/03:00,"[0, 1, 0, 1]"
1008.3,1008.0,1010.1,1008.9,1008.4400000000002,1007.94,1008.3,1007.3,62.6,68.0,63.0,66.9,65.41999999999999,8.1,2.2,10.8,3.6,5.5200000000000005,65.7,67.6,67.6,68.38,73.4,67.6,71.1,69.8,71.6,69.1,68.7,69.22,2023-06-28/02:00,"[0, 1, 0, 1]"
1007.2,1007.0,1009.3,1008.24,1007.46,1007.26,1007.4,1006.6,64.4,69.8,64.0,71.1,68.14000000000001,9.9,2.0,9.0,5.9,5.44,67.3,69.8,70.9,69.84,73.4,72.5,73.9,69.6,73.9,73.0,72.1,73.74,2023-06-28/01:00,"[0, 1, 0, 0]"
1004.8,1004.8,1006.9,1005.88,1007.74,1004.9400000000002,1005.2,1005.9,62.6,69.1,64.9,68.0,66.8,13.1,7.9,18.0,5.9,8.440000000000001,69.1,70.9,70.5,70.14000000000001,80.6,71.4,78.1,70.7,75.0,75.9,72.5,74.32000000000001,2023-06-27/22:00,"[0, 0, 0, 1]"
1005.3,1005.3,1007.0,1007.46,1007.62,1006.58,1005.6,1004.9,60.8,69.1,64.9,68.0,68.17999999999999,14.0,4.0,19.8,2.9,6.339999999999999,69.4,70.0,69.1,69.55999999999999,80.6,71.1,79.0,70.9,72.0,72.0,71.1,73.6,2023-06-27/21:00,"[0, 1, 0, 1]"
1003.4,1003.2,1007.0,1004.72,1005.7,1003.84,1003.9,1002.8,66.2,69.8,64.9,69.1,69.2,9.0,11.0,7.2,14.9,7.0200000000000005,68.0,72.7,72.3,70.78,73.4,78.3,73.9,81.7,82.9,80.1,78.6,75.46,2023-06-27/19:00,"[0, 0, 1, 1]"
1004.0,1003.9,1005.7,1006.4,1005.82,1005.46,1004.3,1004.4,68.0,66.2,64.0,66.0,65.53999999999999,5.0,3.1,3.6,4.0,5.1,65.7,67.3,66.9,68.02000000000001,71.6,69.6,69.1,70.0,70.0,69.1,69.3,68.9,2023-06-27/09:00,"[0, 1, 0, 1]"
1006.1,1005.9,1007.5,1006.3,1008.82,1005.7,1006.2,1006.1,71.6,71.6,70.0,70.0,70.7,1.1,3.1,1.8,5.0,3.1,70.2,71.4,70.9,71.6,73.4,73.9,71.1,74.1,75.0,73.0,73.9,74.5,2023-06-26/10:00,"[0, 0, 0, 0]"
1010.4,1010.5,1013.2,1011.1,1010.68,1010.2,1010.6,1010.6,64.4,71.6,64.9,70.0,71.1,5.0,5.9,9.0,7.0,4.5,66.6,72.1,71.8,72.0,73.4,74.3,70.0,73.9,77.0,75.9,75.2,75.6,2023-06-25/04:00,"[0, 0, 0, 0]"
1010.3,1009.7,1011.9,1010.8,1010.4199999999998,1010.0,1010.8,1010.1,66.2,70.0,69.1,71.1,75.2,13.9,13.0,18.0,7.0,9.9,73.2,72.1,74.8,77.7,84.2,73.2,82.9,73.9,77.0,84.0,74.1,75.6,2023-06-24/19:00,"[0, 0, 0, 1]"
1009.9,1009.7,1012.2,1010.4,1010.96,1009.5,1010.3,1010.1,68.0,73.4,70.0,72.0,72.0,12.1,11.0,14.4,7.0,5.9,73.6,75.0,75.2,73.6,82.4,72.3,82.0,75.2,80.1,82.9,73.2,75.9,2023-06-24/18:00,"[0, 0, 0, 1]"
1011.5,1011.4,1013.8,1012.1,1012.26,1011.2,1012.0,1011.2,69.8,71.6,71.1,71.1,71.1,2.9,4.9,5.4,5.0,3.2,72.0,71.4,72.5,72.1,75.2,71.6,73.9,71.1,75.0,75.9,72.3,73.4,2023-06-24/14:00,"[0, 0, 0, 1]"
1011.2,1011.0,1013.5,1011.9,1013.0,1010.9,1011.5,1011.5,71.6,71.6,70.0,71.1,69.8,1.1,2.9,0.0,4.0,2.9,70.2,70.2,72.0,70.5,71.6,70.7,71.1,71.1,73.0,73.9,71.2,71.8,2023-06-24/12:00,"[0, 0, 0, 0]"
1011.0,1010.9,1013.2,1011.7,1012.3,1010.8,1011.4,1011.4,71.6,70.0,71.1,70.0,69.8,0.0,2.0,0.0,2.0,2.2,71.1,70.5,70.5,70.5,71.6,70.5,71.1,71.4,72.0,72.0,70.9,70.7,2023-06-24/11:00,"[0, 0, 0, 0]"
1012.0,1011.7,1013.8,1012.42,1013.2,1011.6,1012.2,1012.2,73.4,71.6,70.0,71.1,70.46000000000001,1.1,2.0,0.0,3.1,2.16,70.2,70.9,71.8,70.52,73.4,71.8,71.1,72.5,73.0,73.0,72.1,72.0,2023-06-24/00:00,"[0, 0, 1, 1]"
1011.8,1011.7,1013.7,1012.42,1013.18,1011.5,1012.3,1012.2,73.4,71.6,70.0,70.0,70.46000000000001,0.0,3.1,0.0,4.0,2.16,70.0,71.1,70.9,70.47999999999999,73.4,71.6,70.0,72.9,73.9,73.0,71.6,72.5,2023-06-23/23:00,"[0, 0, 1, 0]"
1011.8,1011.9,1014.0,1011.8000000000002,1012.46,1011.7,1012.4,1012.3,73.4,71.6,69.1,70.0,70.02000000000001,0.9,3.1,1.8,3.1,1.64,69.4,70.9,70.9,70.47999999999999,75.2,70.5,70.0,73.0,73.0,73.0,71.4,71.4,2023-06-23/22:00,"[0, 1, 1, 1]"
1012.1,1011.9,1014.1,1011.82,1013.2,1011.8,1012.7,1012.3,73.4,71.6,71.6,69.1,70.02000000000001,0.0,2.9,0.0,3.1,1.7,71.1,70.9,70.0,70.3,73.4,70.9,71.6,73.4,73.0,72.0,71.2,71.1,2023-06-23/21:00,"[0, 0, 1, 1]"
1012.5,1012.7,1014.2,1013.02,1013.0,1012.4,1013.0,1012.8,71.6,71.6,70.0,72.0,70.97999999999999,2.0,2.0,1.8,4.0,2.48,70.3,72.3,72.7,71.64,73.4,72.3,72.0,71.8,75.0,73.9,73.2,72.9,2023-06-23/20:00,"[0, 1, 1, 1]"
1013.5,1013.5,1015.5,1014.54,1013.76,1013.2,1013.6,1014.4,71.6,69.8,70.0,70.0,68.92,1.1,2.0,0.0,4.0,2.94,70.2,70.2,70.5,69.9,71.6,70.2,71.1,71.2,73.0,72.0,70.0,70.7,2023-06-23/17:00,"[0, 0, 1, 0]"
1014.0,1013.9,1015.9,1014.38,1014.1,1013.8,1014.2,1015.1,69.8,69.8,69.1,70.0,68.32000000000001,0.0,1.1,0.0,4.0,2.94,69.1,69.1,70.2,69.53999999999999,69.8,69.1,69.1,75.0,72.0,71.1,68.9,69.6,2023-06-23/16:00,"[0, 1, 1, 0]"
1014.3,1014.6,1016.4,1014.5800000000002,1013.68,1014.4,1014.9,1015.3,69.8,68.0,68.0,68.0,67.25999999999999,0.0,2.0,0.0,3.1,1.48,68.0,66.9,68.5,68.6,69.8,68.2,68.0,70.3,69.1,70.0,68.5,67.8,2023-06-23/15:00,"[0, 1, 1, 1]"
1015.2,1015.1,1016.8,1015.84,1014.84,1015.0,1015.3,1015.7,66.2,66.2,66.0,66.9,65.74000000000001,0.0,1.1,0.0,2.0,1.48,66.9,66.9,68.2,66.58,66.2,66.7,66.0,67.5,66.9,68.0,66.2,66.4,2023-06-23/13:00,"[1, 1, 1, 1]"
1014.8,1014.8,1016.7,1014.66,1014.78,1014.7,1015.2,1015.6,66.2,64.4,64.0,66.0,64.82,0.0,2.0,0.0,2.9,1.2799999999999998,64.0,64.9,66.6,65.0,66.2,66.0,64.0,65.7,66.9,68.0,65.7,65.7,2023-06-23/12:00,"[1, 0, 0, 1]"
1014.7,1014.7,1016.4,1014.02,1013.34,1014.6,1015.1,1015.2,64.4,64.4,64.0,66.0,64.05999999999999,0.0,0.9,0.0,3.1,0.92,64.0,64.0,66.4,64.7,64.4,65.3,64.0,64.9,66.0,66.9,64.9,64.9,2023-06-23/11:00,"[1, 1, 1, 0]"
1014.8,1014.5,1015.9,1013.94,1013.26,1014.5,1015.2,1015.2,64.4,63.0,63.0,64.0,63.74000000000001,0.0,2.0,0.0,2.0,0.6,63.0,63.5,64.6,64.06,64.4,64.6,63.0,64.2,64.9,66.0,64.2,64.0,2023-06-23/09:00,"[1, 0, 1, 1]"
1014.9,1014.7,1016.4,1014.56,1014.9,1014.7,1015.7,1015.6,64.4,62.6,63.0,64.0,63.34,0.0,0.9,0.0,2.9,0.9600000000000002,63.0,63.0,64.4,63.88,64.4,64.6,63.0,63.9,64.9,64.9,63.9,64.4,2023-06-23/08:00,"[1, 0, 1, 0]"
1016.6,1016.5,1017.8,1017.92,1017.42,1016.3,1016.9,1016.8,62.6,62.6,62.1,63.0,62.64,0.0,2.0,1.8,2.9,2.7,62.1,63.0,63.5,63.56,64.4,64.6,62.1,63.3,64.9,64.9,63.7,64.4,2023-06-23/05:00,"[0, 0, 1, 0]"
1017.1,1017.0,1018.4,1018.1,1017.88,1017.0,1017.5,1017.7,62.6,62.6,62.1,63.0,62.28000000000001,0.9,3.1,1.8,5.9,3.96,62.4,62.8,64.0,63.74000000000001,64.4,64.6,63.0,63.7,66.0,66.0,64.0,65.1,2023-06-23/03:00,"[0, 0, 0, 0]"
1017.5,1017.3,1019.1,1018.08,1017.86,1017.1,1017.8,1017.6,62.6,62.6,62.1,63.0,61.92,0.9,3.1,1.8,5.9,4.86,62.4,63.0,64.0,63.74000000000001,64.4,65.7,63.0,64.6,66.9,66.0,65.1,65.8,2023-06-23/02:00,"[0, 0, 0, 0]"
1017.2,1017.3,1018.8,1018.08,1017.86,1017.2,1017.8,1017.8,62.6,62.6,62.1,63.0,61.92,0.9,3.1,1.8,5.9,4.86,62.4,63.0,64.0,63.74000000000001,64.4,65.7,63.0,64.9,66.9,66.0,65.3,66.0,2023-06-23/01:00,"[0, 0, 0, 0]"
1017.4,1017.2,1019.0,1017.3,1017.86,1017.2,1017.7,1017.7,62.6,62.6,63.0,63.0,62.6,0.0,3.1,1.8,5.9,3.6,63.0,63.0,64.0,63.9,64.4,65.8,63.0,65.5,66.9,66.0,65.3,66.4,2023-06-23/00:00,"[0, 0, 0, 0]"
1017.5,1017.3,1019.2,1017.7,1017.86,1017.3,1017.9,1017.8,62.6,62.6,62.1,63.0,62.6,0.9,4.0,1.8,7.0,4.3,62.4,63.3,64.2,64.0,64.4,66.2,63.0,65.5,68.0,66.9,65.5,66.4,2023-06-22/23:00,"[0, 0, 0, 0]"
1017.4,1017.4,1019.2,1017.7,1017.86,1017.3,1018.0,1018.0,62.6,62.6,62.1,64.0,62.6,2.0,2.0,1.8,4.9,4.0,62.56,63.2,64.16,63.74,64.4,66.0,64.0,66.2,66.9,66.0,65.5,66.0,2023-06-22/22:00,"[0, 0, 0, 0]"
1017.9,1018.1,1019.7,1019.4,1017.86,1018.0,1018.7,1018.7,62.6,62.6,62.1,63.0,62.1,2.0,4.0,1.8,7.0,5.2,62.6,63.7,64.6,64.0,64.4,65.5,64.0,66.0,68.0,66.9,64.9,66.2,2023-06-22/21:00,"[0, 0, 0, 0]"
1018.5,1018.6,1020.4,1019.8,1018.08,1018.4,1018.6,1019.1,62.6,60.8,61.0,62.1,61.2,3.1,4.0,1.8,7.9,5.6,62.1,63.0,63.5,63.1,64.4,65.3,64.0,66.4,68.0,66.0,64.8,65.5,2023-06-22/20:00,"[0, 0, 0, 0]"
1018.5,1018.5,1020.4,1020.0,1018.3,1018.6,1019.2,1019.4,62.6,60.8,61.0,62.1,60.3,2.0,4.0,1.8,7.9,6.3,61.5,62.1,63.5,62.4,64.4,65.1,63.0,66.0,66.9,66.0,64.4,65.5,2023-06-22/19:00,"[0, 0, 0, 0]"
1019.0,1019.2,1021.2,1020.4,1018.3,1018.9,1019.3,1019.8,62.6,60.8,61.0,62.1,60.6,2.0,2.9,1.8,7.0,4.7,61.5,61.5,63.0,62.2,64.4,64.4,63.0,65.5,66.0,64.9,63.9,64.4,2023-06-22/18:00,"[0, 0, 0, 0]"
1019.2,1019.4,1021.4,1020.8,1018.48,1019.3,1019.6,1020.5,61.52,61.15999999999999,60.42,61.65999999999999,60.2,2.0,2.0,0.0,4.9,4.0,61.5,61.7,62.6,61.7,62.6,63.7,63.0,64.9,64.9,64.0,62.8,63.7,2023-06-22/17:00,"[1, 0, 0, 0]"
1019.8,1019.9,1021.9,1021.2,1021.52,1019.8,1020.2,1020.6,62.6,60.8,61.0,62.1,60.3,1.1,3.1,0.0,4.0,3.2,61.3,61.5,62.1,61.0,62.6,62.2,62.1,63.5,64.0,64.0,61.3,62.1,2023-06-22/16:00,"[1, 1, 0, 1]"
1019.9,1020.1,1022.1,1021.3,1020.74,1020.0,1020.2,1020.6,60.8,59.0,61.0,61.0,59.9,0.0,2.0,0.0,4.0,3.2,61.0,60.4,61.5,60.4,60.8,62.1,61.0,62.8,63.0,63.0,61.7,61.5,2023-06-22/15:00,"[1, 1, 0, 0]"
1019.7,1019.8,1021.6,1021.0,1019.46,1019.7,1020.0,1020.3,60.8,59.0,61.0,60.1,59.9,0.0,2.0,1.8,4.0,3.2,61.0,60.4,60.8,60.6,62.6,61.3,61.0,62.2,63.0,62.1,60.8,61.3,2023-06-22/14:00,"[0, 0, 1, 1]"
1019.4,1019.4,1021.6,1020.8,1019.46,1019.4,1019.8,1020.2,59.0,59.0,59.0,60.1,58.5,1.1,2.0,1.8,4.1,3.6,59.4,59.4,60.8,59.5,60.8,61.3,60.1,61.3,62.1,62.1,60.8,61.5,2023-06-22/13:00,"[0, 0, 0, 0]"
1019.2,1019.2,1021.3,1020.7,1019.52,1019.3,1019.6,1019.9,59.0,59.0,59.0,60.1,59.0,0.0,2.9,1.8,4.1,3.6,59.0,59.4,61.2,59.7,60.8,62.1,59.0,60.8,62.1,63.0,61.5,61.7,2023-06-22/12:00,"[0, 0, 1, 0]"
1018.9,1019.0,1021.0,1020.3,1019.52,1019.0,1019.3,1019.7,59.0,59.0,57.9,60.1,59.4,1.1,2.9,1.8,4.1,3.1,58.3,59.4,61.2,60.1,60.8,63.0,59.0,60.6,62.1,63.0,62.2,61.9,2023-06-22/11:00,"[0, 0, 1, 0]"
1018.4,1018.3,1020.7,1019.8,1019.38,1018.4,1018.6,1019.1,57.2,60.8,57.9,60.1,59.4,0.0,2.0,1.8,3.1,2.9,57.9,60.1,60.8,60.1,59.0,63.1,57.9,60.8,62.1,62.1,62.4,61.7,2023-06-22/10:00,"[1, 0, 1, 1]"
1018.0,1018.1,1020.2,1018.3,1018.98,1018.0,1018.3,1018.9,57.2,59.0,57.0,59.0,59.4,0.9,2.0,0.0,3.1,0.9,57.4,59.0,59.7,59.7,57.2,61.9,57.9,61.0,61.0,61.0,61.3,60.8,2023-06-22/08:00,"[0, 1, 1, 1]"
1018.1,1018.1,1020.2,1018.7,1018.98,1018.2,1018.4,1018.9,57.2,59.0,57.0,59.0,59.0,0.0,2.0,0.0,3.1,0.4,57.0,59.0,59.7,59.2,57.2,61.5,57.0,60.8,61.0,61.0,60.8,60.3,2023-06-22/07:00,"[1, 0, 1, 1]"
1018.5,1018.8,1020.7,1019.2,1019.46,1018.7,1018.7,1019.3,57.2,59.0,57.0,57.9,58.1,0.0,2.2,1.8,4.0,0.9,57.0,58.6,58.8,58.5,59.0,60.4,57.0,60.4,61.0,60.1,59.9,60.1,2023-06-22/06:00,"[1, 1, 1, 1]"
1018.9,1019.2,1021.2,1019.6,1019.38,1019.1,1019.1,1019.9,57.2,59.0,55.9,57.9,57.6,1.1,2.2,1.8,5.0,0.9,56.3,57.9,58.8,57.9,59.0,59.9,57.0,59.9,61.0,60.1,59.2,59.7,2023-06-22/05:00,"[1, 0, 1, 0]"
1019.3,1019.5,1021.2,1019.9,1019.6,1019.5,1019.7,1020.3,57.2,57.2,55.9,57.0,56.7,2.0,3.1,1.8,5.0,2.2,56.7,57.9,58.3,57.6,59.0,60.3,57.9,59.7,61.0,60.1,59.5,59.9,2023-06-22/03:00,"[1, 1, 1, 0]"
1020.1,1020.2,1022.1,1020.7,1019.46,1020.3,1020.2,1021.1,57.2,57.2,55.9,57.9,57.0,2.0,2.2,0.0,4.0,1.8,56.7,58.6,58.8,57.7,57.2,61.2,57.9,59.5,61.0,60.1,60.3,59.7,2023-06-22/02:00,"[1, 1, 0, 1]"
1020.1,1020.0,1021.8,1020.6,1019.46,1020.3,1020.2,1020.7,57.2,59.0,57.0,59.0,57.6,0.9,2.0,1.8,4.0,1.8,57.4,58.6,59.7,58.3,59.0,61.0,57.9,60.1,61.0,61.0,60.3,60.3,2023-06-22/01:00,"[1, 1, 0, 1]"
1020.3,1020.5,1022.3,1020.9,1019.6,1020.6,1020.5,1021.0,57.2,59.0,57.0,59.0,59.4,2.0,3.1,3.6,4.1,1.4,57.7,59.4,60.1,59.9,60.8,61.9,59.0,60.8,62.1,62.1,61.0,61.5,2023-06-22/00:00,"[1, 1, 1, 1]"
1020.1,1020.2,1022.4,1020.8,1019.66,1020.5,1020.7,1021.3,60.8,60.8,57.9,60.1,59.9,1.06,2.98,1.8,4.459999999999999,3.68,58.3,60.4,61.2,60.4,62.6,62.8,59.0,61.7,63.0,63.0,62.1,62.8,2023-06-21/23:00,"[1, 1, 1, 1]"
1020.2,1020.3,1022.1,1020.7,1021.4,1020.5,1020.7,1021.1,60.8,62.6,59.0,61.0,59.4,3.1,3.1,1.8,5.0,4.1,60.1,61.0,62.1,60.8,62.6,63.7,62.1,62.8,64.0,64.0,62.4,63.7,2023-06-21/22:00,"[1, 1, 0, 1]"
1020.2,1020.1,1022.2,1020.3,1020.44,1020.3,1020.9,1021.1,60.8,62.6,60.1,62.1,60.8,2.9,4.0,1.8,5.9,4.5,61.2,62.1,63.5,62.4,62.6,64.6,63.0,63.7,66.0,66.0,63.9,64.9,2023-06-21/21:00,"[1, 0, 0, 0]"
1020.3,1020.5,1022.6,1020.6,1020.92,1020.5,1020.8,1021.2,60.8,62.6,60.1,62.1,61.2,2.0,4.0,3.6,6.8,3.6,60.8,62.6,63.5,62.4,64.4,64.9,62.1,64.2,66.9,66.0,64.0,65.1,2023-06-21/20:00,"[1, 1, 0, 1]"
1020.7,1020.7,1022.8,1020.9,1022.32,1020.9,1021.2,1021.6,59.0,60.8,60.1,62.1,60.8,2.0,4.0,5.4,6.8,5.4,60.8,62.6,63.5,62.8,64.4,64.8,62.1,64.4,66.9,66.0,64.4,65.7,2023-06-21/19:00,"[1, 1, 1, 0]"
1020.9,1021.1,1023.2,1021.4,1022.82,1021.2,1021.4,1021.9,59.0,60.8,61.0,62.1,60.8,1.1,4.0,5.4,6.8,4.0,61.3,62.6,63.5,62.2,64.4,64.6,62.1,64.2,66.9,66.0,63.9,64.9,2023-06-21/18:00,"[1, 1, 1, 1]"
1021.2,1021.4,1023.5,1021.5,1022.84,1021.5,1021.8,1022.1,55.4,59.0,60.1,60.1,58.5,0.9,4.9,9.0,8.1,6.3,60.4,61.0,61.7,60.8,64.4,65.1,61.0,65.1,66.0,64.9,64.4,64.9,2023-06-21/16:00,"[1, 1, 1, 1]"
